"codigo","nombre","population","total_functional_2015","per_person","cut"
44113,"Fuentes de Rubielos",121,143501,1185.95867768595,"Menos de 1.000"
34077,"Fuentes de Valdepero",394,721250,1830.58375634518,"Menos de 1.000"
37143,"Galinduste",467,320500,686.295503211991,"Menos de 1.000"
37144,"Galisancho",409,237910.79,581.688973105135,"Menos de 1.000"
10076,"Galisteo",1006,1009264.46,1003.24499005964,"de 1.000 a 5.000"
4048,"Gallardos, Los",3126,1945000,622.200895713372,"de 1.000 a 5.000"
9144,"Gallega, La",60,56725.66,945.427666666667,"Menos de 1.000"
40093,"Gallegos",95,163611.67,1722.22810526316,"Menos de 1.000"
5079,"Gallegos de Altamiros",68,90000,1323.52941176471,"Menos de 1.000"
28063,"Gargantilla del Lozoya y Pinilla de Buitrago",362,545100,1505.80110497238,"Menos de 1.000"
43066,"Garidells, Els",182,290800,1597.8021978022,"Menos de 1.000"
6057,"Garlitos",631,658755,1043.98573692552,"Menos de 1.000"
24076,"Garrafe de Torío",1409,762050,540.844570617459,"de 1.000 a 5.000"
4050,"Gérgal",1034,830553,803.242746615087,"de 1.000 a 5.000"
47071,"Geria",513,350000,682.261208576998,"Menos de 1.000"
46133,"Gestalgar",640,558662,872.909375,"Menos de 1.000"
28065,"Getafe",173057,153363187.64,886.200428991604,"de 100.000 a 500.000"
10085,"Gordo, El",378,681011.53,1801.6178042328,"Menos de 1.000"
24078,"Gordoncillo",478,353180,738.870292887029,"Menos de 1.000"
3073,"Gorga",274,134800,491.970802919708,"Menos de 1.000"
25100,"Gósol",216,408328.81,1890.41115740741,"Menos de 1.000"
44119,"Griegos",142,248275,1748.41549295775,"Menos de 1.000"
9148,"Grijalba",110,73176,665.236363636364,"Menos de 1.000"
34079,"Grijota",2059,1355350,658.2564351627,"de 1.000 a 5.000"
28066,"Griñón",9928,9478414.54,954.715404915391,"de 5.000 a 10.000"
9149,"Grisaleña",40,153800,3845,"Menos de 1.000"
50122,"Grisel",67,313800,4683.58208955224,"Menos de 1.000"
38019,"Guía de Isora",20061,19265492.48,960.345570011465,"de 10.000 a 50.000"
43070,"Guiamets, Els",292,398850,1365.92465753425,"Menos de 1.000"
37155,"Guijo de Ávila",90,155000,1722.22222222222,"Menos de 1.000"
10088,"Guijo de Coria",227,353200,1555.94713656388,"Menos de 1.000"
10089,"Guijo de Galisteo",1601,993454,620.520924422236,"de 1.000 a 5.000"
10090,"Guijo de Granadilla",594,576196.53,970.027828282828,"Menos de 1.000"
8100,"Gurb",2545,2658854,1044.73634577603,"de 1.000 a 5.000"
39032,"Hermandad de Campoo de Suso",1687,1169251.29,693.095014819206,"de 1.000 a 5.000"
38021,"Hermigua",1919,2797234.44,1457.6521313184,"de 1.000 a 5.000"
49094,"Hermisende",276,390363.28,1414.35971014493,"Menos de 1.000"
10093,"Hernán-Pérez",489,927395.41,1896.51413087935,"Menos de 1.000"
4102,"Vícar",24384,22158055,908.712885498688,"de 10.000 a 50.000"
21039,"Hinojales",289,441493.19,1527.65809688581,"Menos de 1.000"
23042,"Hinojares",370,554563.95,1498.82148648649,"Menos de 1.000"
21040,"Hinojos",3905,2683128.57,687.100786171575,"de 1.000 a 5.000"
45074,"Hinojosa de San Vicente",426,432360,1014.92957746479,"Menos de 1.000"
26076,"Hormilleja",155,414712,2675.56129032258,"Menos de 1.000"
6069,"Hornachos",3777,2462722.05,652.031254964257,"de 1.000 a 5.000"
14036,"Hornachuelos",4660,6300716.91,1352.08517381974,"de 1.000 a 5.000"
5100,"Hornillo, El",315,294500,934.920634920635,"Menos de 1.000"
26077,"Hornillos de Cameros",18,166557.33,9253.185,"Menos de 1.000"
34087,"Hornillos de Cerrato",119,430000,3613.44537815126,"Menos de 1.000"
9172,"Huérmeces",126,480000,3809.52380952381,"Menos de 1.000"
37164,"Huerta",309,333022.44,1077.74252427184,"Menos de 1.000"
37165,"Iruelos",39,48045,1231.92307692308,"Menos de 1.000"
22127,"Igriés",700,375840,536.914285714286,"Menos de 1.000"
36901,"Illa de Arousa, A",5006,2889374.31,577.18224330803,"de 5.000 a 10.000"
22129,"Isábena",288,463713,1610.11458333333,"Menos de 1.000"
45079,"Iglesuela, La",448,401888.64,897.072857142857,"Menos de 1.000"
33029,"Illano",409,511327.16,1250.18865525672,"Menos de 1.000"
4054,"Illar",386,5e+05,1295.33678756477,"Menos de 1.000"
33030,"Illas",1040,7e+05,673.076923076923,"de 1.000 a 5.000"
18102,"Illora",10500,6316222,601.544952380952,"de 10.000 a 50.000"
50126,"Illueca",3159,2093931,662.846153846154,"de 1.000 a 5.000"
7027,"Inca",30625,27549048.41,899.560764408163,"de 10.000 a 50.000"
4055,"Instinción",463,623300,1346.22030237581,"Menos de 1.000"
19154,"Inviernas, Las",70,72500,1035.71428571429,"Menos de 1.000"
29060,"Igualeja",811,956048.17,1178.85101109741,"Menos de 1.000"
24083,"Igüeña",1298,1121350,863.906009244992,"de 1.000 a 5.000"
19155,"Irueste",61,70102.18,1149.21606557377,"Menos de 1.000"
8102,"Igualada",38751,53161823.61,1371.88262522257,"de 10.000 a 50.000"
25112,"Ivars de Noguera",350,415697.21,1187.70631428571,"Menos de 1.000"
25114,"Ivorra",115,225645.24,1962.13252173913,"Menos de 1.000"
24084,"Izagre",193,94600,490.155440414508,"Menos de 1.000"
14037,"Iznájar",4637,5734041.36,1236.58429156782,"de 1.000 a 5.000"
18105,"Iznalloz",6867,3912694.5,569.782219309742,"de 5.000 a 10.000"
29062,"Iznate",906,948260.95,1046.6456401766,"Menos de 1.000"
9182,"Itero del Castillo",84,1e+05,1190.47619047619,"Menos de 1.000"
18103,"Itrabo",1014,756941.6,746.490729783037,"de 1.000 a 5.000"
37166,"Ituero de Azaba",224,189300,845.089285714286,"Menos de 1.000"
40104,"Ituero y Lama",365,788880.55,2161.31657534247,"Menos de 1.000"
44127,"Jabaloyas",73,79060,1083.01369863014,"Menos de 1.000"
23049,"Jabalquinto",2250,1806579,802.924,"de 1.000 a 5.000"
21043,"Jabugo",2315,1915793.7,827.556673866091,"de 1.000 a 5.000"
22130,"Jaca",13121,19920424,1518.20928282905,"de 10.000 a 50.000"
8103,"Jorba",838,894948.75,1067.95793556086,"Menos de 1.000"
22131,"Jasa",111,179329.88,1615.5845045045,"Menos de 1.000"
44129,"Jatiel",48,63232,1317.33333333333,"Menos de 1.000"
50131,"Jaulín",268,281097,1048.86940298507,"Menos de 1.000"
3082,"Jávea/Xàbia",29067,36704862.41,1262.76748236832,"de 10.000 a 50.000"
18107,"Jayena",1212,902683.62,744.788465346535,"de 1.000 a 5.000"
6070,"Jerez de los Caballeros",9623,6651200.87,691.177477917489,"de 5.000 a 10.000"
18108,"Jerez del Marquesado",1027,891524.35,868.086027263875,"de 1.000 a 5.000"
12071,"Jérica",1621,1465000,903.763109191857,"de 1.000 a 5.000"
10107,"Jerte",1289,725026.43,562.472017067494,"de 1.000 a 5.000"
18109,"Jete",929,779189.84,838.740409041981,"Menos de 1.000"
3083,"Jijona/Xixona",7226,7763907.25,1074.44052726266,"de 5.000 a 10.000"
23052,"Jimena",1358,1957132.51,1441.18741531664,"de 1.000 a 5.000"
19157,"Jirueque",61,93000,1524.59016393443,"Menos de 1.000"
40107,"Labajos",146,199140,1363.97260273973,"Menos de 1.000"
13050,"Labores, Las",638,697396,1093.09717868339,"Menos de 1.000"
18115,"Láchar",3260,2236985.61,686.191904907975,"de 1.000 a 5.000"
10108,"Ladrillar",197,232630,1180.86294416244,"Menos de 1.000"
45082,"Lagartera",1505,964475.53,640.847528239203,"de 1.000 a 5.000"
44132,"Lagueruela",78,69070,885.512820512821,"Menos de 1.000"
47076,"Laguna de Duero",22555,14279686.88,633.105159831523,"de 10.000 a 50.000"
15040,"Laxe",3207,1975047.31,615.855101340817,"de 1.000 a 5.000"
5110,"Lanzahíta",904,1323079.72,1463.58376106195,"Menos de 1.000"
44133,"Lanzuela",30,42440,1414.66666666667,"Menos de 1.000"
22139,"Laperdiguera",94,176563.12,1878.33106382979,"Menos de 1.000"
15041,"Laracha, A",11443,7053486.71,616.401879751813,"de 10.000 a 50.000"
26084,"Lardero",9306,7659399.48,823.060335267569,"de 5.000 a 10.000"
39035,"Laredo",11800,23516184.58,1992.89699830508,"de 10.000 a 50.000"
32038,"Larouco",544,508632,934.985294117647,"Menos de 1.000"
4056,"Laroya",170,300744.69,1769.08641176471,"Menos de 1.000"
37171,"Ledrada",512,440000,859.375,"Menos de 1.000"
19159,"Ledanca",107,98331.58,918.986728971963,"Menos de 1.000"
37170,"Ledesma",1795,2037844,1135.28913649025,"de 1.000 a 5.000"
26086,"Ledesma de la Cogolla",19,259079,13635.7368421053,"Menos de 1.000"
28074,"Leganés",186696,142328830,762.356076188028,"de 100.000 a 500.000"
33033,"Lena",11949,8341507,698.092476357854,"de 10.000 a 50.000"
30023,"Librilla",4900,2818017.75,575.105663265306,"de 1.000 a 5.000"
42105,"Liceras",61,96000,1573.77049180328,"Menos de 1.000"
44136,"Lidón",54,198012.12,3666.89111111111,"Menos de 1.000"
39036,"Liendo",1250,1163486.57,930.789256,"de 1.000 a 5.000"
32040,"Leiro",1675,1126000,672.238805970149,"de 1.000 a 5.000"
9195,"Llano de Bureba",69,231950,3361.59420289855,"Menos de 1.000"
47079,"Llano de Olmedo",68,52621,773.838235294118,"Menos de 1.000"
13904,"Llanos del Caudillo",733,606683.3,827.671623465211,"Menos de 1.000"
25125,"Llardecans",497,517000,1040.24144869215,"Menos de 1.000"
25126,"Llavorsí",367,1046217.64,2850.72926430518,"Menos de 1.000"
44141,"Lledó",169,151050,893.786982248521,"Menos de 1.000"
6073,"Llera",905,1066759.07,1178.7393038674,"Menos de 1.000"
25127,"Lles de Cerdanya",260,507648.94,1952.49592307692,"Menos de 1.000"
3085,"Llíber",1080,1003155.08,928.847296296296,"de 1.000 a 5.000"
8106,"Llinars del Vallès",9536,11809108.45,1238.37127202181,"de 5.000 a 10.000"
4058,"Líjar",435,520000,1195.40229885057,"Menos de 1.000"
45084,"Lillo",2898,2407042,830.587301587302,"de 1.000 a 5.000"
23055,"Linares",60290,48323843.65,801.523364571239,"de 50.000 a 100.000"
21045,"Linares de la Sierra",230,430500,1871.73913043478,"Menos de 1.000"
37172,"Linares de Riofrío",964,859300,891.390041493776,"Menos de 1.000"
25122,"Linyola",2677,2495800,932.312289876728,"de 1.000 a 5.000"
8104,"Llacuna, La",906,1283512.72,1416.68070640177,"Menos de 1.000"
17088,"Lladó",767,687568.78,896.439087353325,"Menos de 1.000"
8105,"Llagosta, La",13430,9906454,737.636187639613,"de 10.000 a 50.000"
17089,"Llagostera",8198,8534050,1040.99170529397,"de 5.000 a 10.000"
24092,"Llamas de la Ribera",916,516139.98,563.471593886463,"Menos de 1.000"
17091,"Llanars",509,501254.61,984.783123772102,"Menos de 1.000"
17092,"Llançà",4970,9350750,1881.43863179074,"de 1.000 a 5.000"
17093,"Llers",1242,1026253.48,826.291046698873,"de 1.000 a 5.000"
39038,"Limpias",1837,1818000,989.657049537289,"de 1.000 a 5.000"
50140,"Litago",174,347724,1998.41379310345,"Menos de 1.000"
25123,"Lladorre",232,1016800,4382.75862068965,"Menos de 1.000"
17090,"Llambilles",738,617000,836.043360433604,"Menos de 1.000"
33035,"Llanera",14030,12183209.2,868.368439059159,"de 10.000 a 50.000"
33036,"Llanes",13960,16652350,1192.861747851,"de 10.000 a 50.000"
43073,"Llorac",112,558000,4982.14285714286,"Menos de 1.000"
8109,"Lluçà",257,339580.91,1321.32649805447,"Menos de 1.000"
46150,"Llutxent",2452,1639535.49,668.652320554649,"de 1.000 a 5.000"
22149,"Loarre",338,289857.82,857.567514792899,"Menos de 1.000"
50142,"Lobera de Onsella",42,738500,17583.3333333333,"Menos de 1.000"
18121,"Lobras",165,289585,1755.06060606061,"Menos de 1.000"
26089,"Logroño",151962,155407000,1022.67014121952,"de 100.000 a 500.000"
50143,"Longares",898,940000,1046.7706013363,"Menos de 1.000"
23056,"Lopera",3837,2210744.18,576.164758926245,"de 1.000 a 5.000"
22150,"Loporzano",535,724850.84,1354.86138317757,"Menos de 1.000"
41055,"Lora del Río",19393,10704498.14,551.977421750116,"de 10.000 a 50.000"
19160,"Loranca de Tajuña",1314,776960.98,591.294505327245,"de 1.000 a 5.000"
30024,"Lorca",91759,72960278.2,795.129395481642,"de 50.000 a 100.000"
3084,"Lorcha/Orxa, l'",676,729814,1079.60650887574,"Menos de 1.000"
43072,"Lloar, El",110,356965,3245.13636363636,"Menos de 1.000"
46153,"Llocnou de Sant Jeroni",546,610701.38,1118.5006959707,"Menos de 1.000"
46156,"Llombai",2787,1529496.26,548.796648726229,"de 1.000 a 5.000"
17095,"Lloret de Mar",38624,62445974.65,1616.76612080572,"de 10.000 a 50.000"
7028,"Lloret de Vistalegre",1251,672000,537.170263788969,"de 1.000 a 5.000"
12074,"Llosa, la",972,8e+05,823.045267489712,"Menos de 1.000"
17096,"Llosses, Les",211,305100,1445.97156398104,"Menos de 1.000"
7030,"Llubí",2216,1111061,501.381317689531,"de 1.000 a 5.000"
32042,"Lobios",2025,1108130.87,547.225120987654,"de 1.000 a 5.000"
6072,"Lobón",2840,1523793.01,536.546834507042,"de 1.000 a 5.000"
28075,"Loeches",8159,7043870,863.325162397353,"de 5.000 a 10.000"
25129,"Llobera",201,156441.79,778.31736318408,"Menos de 1.000"
46151,"Llocnou d'En Fenollet",927,526728.76,568.207939590076,"Menos de 1.000"
46152,"Llocnou de la Corona",133,55400,416.541353383459,"Menos de 1.000"
49100,"Lubián",342,724250,2117.69005847953,"Menos de 1.000"
4061,"Lúcar",802,544514.39,678.945623441396,"Menos de 1.000"
50147,"Luceni",1014,631023,622.310650887574,"de 1.000 a 5.000"
13051,"Luciana",407,411992.43,1012.26641277641,"Menos de 1.000"
39039,"Luena",650,279510.26,430.015784615385,"Menos de 1.000"
50148,"Luesia",307,494000,1609.12052117264,"Menos de 1.000"
27028,"Lugo",98560,93503825.74,948.699530641234,"de 50.000 a 100.000"
18124,"Lújar",504,592080.7,1174.76329365079,"Menos de 1.000"
37173,"Lumbrales",1789,1000939.79,559.496808272778,"de 1.000 a 5.000"
50150,"Lumpiaque",916,697250.62,761.190633187773,"Menos de 1.000"
50151,"Luna",776,1190911.32,1534.67953608247,"Menos de 1.000"
24091,"Luyego",740,314000,424.324324324324,"Menos de 1.000"
40113,"Losa, La",538,530000,985.130111524164,"Menos de 1.000"
49098,"Losacino",244,186924,766.081967213115,"Menos de 1.000"
49099,"Losacio",110,50435,458.5,"Menos de 1.000"
42106,"Losilla, La",16,22100,1381.25,"Menos de 1.000"
27027,"Lourenzá",2338,1700000,727.117194183062,"de 1.000 a 5.000"
28076,"Lozoya",591,999956.45,1691.97368866328,"Menos de 1.000"
4059,"Lubrín",1607,1379000,858.120721841942,"de 1.000 a 5.000"
14038,"Lucena",42748,39333826.66,920.132559651913,"de 10.000 a 50.000"
24090,"Lucillo",408,518060,1269.75490196078,"Menos de 1.000"
18123,"Lugros",328,425000,1295.73170731707,"Menos de 1.000"
22151,"Loscorrales",107,82600,771.96261682243,"Menos de 1.000"
15042,"Lousame",3513,2949659,839.641047537717,"de 1.000 a 5.000"
37174,"Macotera",1201,952949.29,793.463189009159,"de 1.000 a 5.000"
49103,"Madridanos",500,282000,564,"Menos de 1.000"
41057,"Madroño, El",304,725960.56,2388.02815789474,"Menos de 1.000"
5115,"Maello",689,772231,1120.79970972424,"Menos de 1.000"
6075,"Magacela",561,526000,937.611408199644,"Menos de 1.000"
50153,"Magallón",1183,1480976.33,1251.88193575655,"de 1.000 a 5.000"
24093,"Magaz de Cepeda",384,202144.86,526.41890625,"Menos de 1.000"
34098,"Magaz de Pisuerga",1043,637100,610.834132310642,"de 1.000 a 5.000"
2046,"Mahora",1430,1035925.18,724.423202797203,"de 1.000 a 5.000"
25133,"Maials",959,840003.79,875.916360792492,"Menos de 1.000"
44142,"Maicas",35,111000,3171.42857142857,"Menos de 1.000"
37177,"Maíllo, El",298,244599.61,820.804060402685,"Menos de 1.000"
41058,"Mairena del Alcor",22447,19033425.47,847.927360894552,"de 10.000 a 50.000"
17103,"Maçanet de la Selva",6963,7565458.06,1086.52277179377,"de 5.000 a 10.000"
49102,"Maderal, El",215,120121.44,558.704372093023,"Menos de 1.000"
28079,"Madrid",3165235,4650554218,1469.26032916987,"más de 500.000"
45087,"Madridejos",10970,7766542.24,707.980149498633,"de 10.000 a 50.000"
2045,"Madrigueras",4739,2789772,588.683688541886,"de 1.000 a 5.000"
37176,"Madroñal",157,127697.1,813.357324840764,"Menos de 1.000"
45088,"Magán",3240,1578615,487.226851851852,"de 1.000 a 5.000"
4062,"Macael",5719,5649236.25,987.801407588739,"de 5.000 a 10.000"
29066,"Macharaviaya",465,940000,2021.50537634409,"Menos de 1.000"
42107,"Magaña",88,152300,1730.68181818182,"Menos de 1.000"
6077,"Malcocinado",405,549833.47,1357.61350617284,"Menos de 1.000"
45089,"Malpica de Tajo",1911,1490220.36,779.81180533752,"de 1.000 a 5.000"
9201,"Mamolar",33,51840.06,1570.91090909091,"Menos de 1.000"
7033,"Manacor",40264,35680995.95,886.176136250745,"de 10.000 a 50.000"
23058,"Mancha Real",11324,7004868.52,618.58605793006,"de 10.000 a 50.000"
28080,"Majadahonda",70359,66606902,946.67209596498,"de 50.000 a 100.000"
10114,"Majadas",1321,1969121.59,1490.62951551855,"de 1.000 a 5.000"
42108,"Maján",13,43515,3347.30769230769,"Menos de 1.000"
29067,"Málaga",566913,645705018.77,1138.98432170368,"más de 500.000"
19166,"Málaga del Fresno",193,214925.94,1113.60590673575,"Menos de 1.000"
13052,"Malagón",8433,5250000,622.554251156172,"de 5.000 a 10.000"
25130,"Maldà",227,1049505.69,4623.37308370044,"Menos de 1.000"
50156,"Maleján",300,384393.43,1281.31143333333,"Menos de 1.000"
8111,"Malla",266,330216,1241.41353383459,"Menos de 1.000"
50160,"Mallén",3399,2006123.62,590.20994998529,"de 1.000 a 5.000"
37178,"Malpartida",101,111935,1108.26732673267,"Menos de 1.000"
10115,"Malpartida de Cáceres",4357,4618050,1059.91507918292,"de 1.000 a 5.000"
5116,"Malpartida de Corneja",127,112361.87,884.739133858268,"Menos de 1.000"
10116,"Malpartida de Plasencia",4707,3826649,812.969832164861,"de 1.000 a 5.000"
15043,"Malpica de Bergantiños",5768,4052146.85,702.521992024965,"de 5.000 a 10.000"
50159,"Maluenda",1080,1050000,972.222222222222,"de 1.000 a 5.000"
49107,"Malva",153,82271.8,537.724183006536,"Menos de 1.000"
5117,"Mamblas",225,236947,1053.09777777778,"Menos de 1.000"
5118,"Mancera de Arriba",99,86733.97,876.100707070707,"Menos de 1.000"
29068,"Manilva",14451,20883328.06,1445.11300671234,"de 10.000 a 50.000"
46159,"Manises",30834,24312140,788.484789518065,"de 10.000 a 50.000"
7035,"Maria de la Salut",2114,1450459.76,686.120983916746,"de 1.000 a 5.000"
16122,"Mariana",316,297355.52,940.998481012658,"Menos de 1.000"
36026,"Marín",25329,12301182.83,485.656079197757,"de 10.000 a 50.000"
38025,"Matanza de Acentejo, La",8745,7580300.01,866.815324185249,"de 5.000 a 10.000"
47082,"Matapozuelos",1007,764000,758.689175769613,"de 1.000 a 5.000"
8121,"Mataró",124280,113232292.61,911.106313244287,"de 100.000 a 500.000"
49114,"Matilla la Seca",52,16073.26,309.101153846154,"Menos de 1.000"
26095,"Matute",124,218901.07,1765.33120967742,"Menos de 1.000"
15045,"Mazaricos",4289,3090663.77,720.60241781301,"de 1.000 a 5.000"
34102,"Mazariegos",233,196720,844.291845493562,"Menos de 1.000"
46162,"Massalavés",1617,1026287,634.685837971552,"de 1.000 a 5.000"
8120,"Matadepera",8841,11864545.02,1341.99129284018,"de 5.000 a 10.000"
42110,"Matalebreras",76,185000,2434.21052631579,"Menos de 1.000"
42111,"Matamala de Almazán",325,1193600,3672.61538461538,"Menos de 1.000"
24099,"Matanza",207,130616,630.995169082126,"Menos de 1.000"
19173,"Matarrubia",49,153000,3122.44897959184,"Menos de 1.000"
12076,"Matet",93,232081.82,2495.50344086022,"Menos de 1.000"
47083,"Matilla de los Caños",95,69072,727.073684210526,"Menos de 1.000"
40125,"Matilla, La",96,150860.2,1571.46041666667,"Menos de 1.000"
49115,"Mayalde",217,143700,662.21198156682,"Menos de 1.000"
47084,"Mayorga",1687,1567950,929.430942501482,"de 1.000 a 5.000"
39041,"Mazcuerras",2131,1368260,642.074143594557,"de 1.000 a 5.000"
45096,"Mazarambroz",1282,927300,723.322932917317,"de 1.000 a 5.000"
19175,"Mazarete",45,137237,3049.71111111111,"Menos de 1.000"
47086,"Medina de Rioseco",4906,3890862,793.082348145128,"de 1.000 a 5.000"
5124,"Medinilla",117,145015,1239.44444444444,"Menos de 1.000"
26096,"Medrano",314,378614,1205.77707006369,"Menos de 1.000"
19178,"Megina",50,187284.61,3745.6922,"Menos de 1.000"
47088,"Melgar de Abajo",120,306600,2555,"Menos de 1.000"
34104,"Melgar de Yuso",266,386000,1451.12781954887,"Menos de 1.000"
15046,"Melide",7578,5502956.88,726.175360253365,"de 5.000 a 10.000"
13054,"Membrilla",6246,5342500,855.347422350304,"de 5.000 a 10.000"
25134,"Menàrguens",887,837930.99,944.679808342728,"Menos de 1.000"
45098,"Menasalbas",2938,2300238.45,782.926633764466,"de 1.000 a 5.000"
9208,"Mecerreyes",279,250500,897.849462365591,"Menos de 1.000"
28083,"Meco",13133,9103919.36,693.209423589431,"de 10.000 a 50.000"
50164,"Mediana de Aragón",473,502260.08,1061.86063424947,"Menos de 1.000"
8122,"Mediona",2311,2689273.84,1163.68405019472,"de 1.000 a 5.000"
27029,"Meira",1731,1270403.37,733.912980935875,"de 1.000 a 5.000"
36028,"Meis",5033,2649595,526.444466520962,"de 5.000 a 10.000"
45097,"Mejorada",1320,972166.1,736.48946969697,"de 1.000 a 5.000"
28084,"Mejorada del Campo",22763,16578860.23,728.324923340509,"de 10.000 a 50.000"
6080,"Medellín",2321,2104059.79,906.531576906506,"de 1.000 a 5.000"
5123,"Mediana de Voltoya",100,107000,1070,"Menos de 1.000"
9209,"Medina de Pomar",5933,7866535.99,1325.8951609641,"de 5.000 a 10.000"
49116,"Melgar de Tera",433,172900,399.307159353349,"Menos de 1.000"
46166,"Meliana",10612,6802697.85,641.038244440256,"de 10.000 a 50.000"
9215,"Merindad de Sotoscueva",426,517160,1213.99061032864,"Menos de 1.000"
16124,"Mesas, Las",2501,2042100,816.513394642143,"de 1.000 a 5.000"
50166,"Mesones de Isuela",295,390500,1323.72881355932,"Menos de 1.000"
50167,"Mezalocha",241,410400,1702.90456431535,"Menos de 1.000"
50168,"Mianos",30,131839.25,4394.64166666667,"Menos de 1.000"
39044,"Miengo",4626,4390975,949.19476869866,"de 1.000 a 5.000"
33037,"Mieres",41013,33053646,805.930948723575,"de 10.000 a 50.000"
17105,"Mieres",326,349061.21,1070.73990797546,"Menos de 1.000"
37190,"Mieza",232,272860,1176.12068965517,"Menos de 1.000"
7902,"Migjorn Gran, Es",1470,2569789.5,1748.15612244898,"de 1.000 a 5.000"
45101,"Miguel Esteban",5243,3740627.79,713.451800495899,"de 5.000 a 10.000"
45099,"Méntrida",4976,3720000,747.588424437299,"de 1.000 a 5.000"
50165,"Mequinenza",2393,2903245.71,1213.22428332637,"de 1.000 a 5.000"
7037,"Mercadal, Es",5176,9315071,1799.66595826893,"de 5.000 a 10.000"
6083,"Mérida",58985,51159442.52,867.329702805798,"de 50.000 a 100.000"
9214,"Merindad de Montija",822,940305.98,1143.92454987835,"Menos de 1.000"
9906,"Merindad de Río Ubierna",1411,1788373.86,1267.45135364989,"de 1.000 a 5.000"
9217,"Merindad de Valdivielso",400,424500,1061.25,"Menos de 1.000"
39043,"Meruelo",1912,2351903.22,1230.07490585774,"de 1.000 a 5.000"
45100,"Mesegar de Tajo",225,217722.54,967.655733333333,"Menos de 1.000"
15047,"Mesía",2795,2040801.5,730.161538461538,"de 1.000 a 5.000"
10121,"Miajadas",10012,8360000,834.998002397123,"de 10.000 a 50.000"
49117,"Micereces de Tera",499,247068,495.12625250501,"Menos de 1.000"
9213,"Merindad de Cuesta-Urria",378,560000,1481.48148148148,"Menos de 1.000"
10120,"Mesas de Ibor",173,273051,1578.32947976879,"Menos de 1.000"
50169,"Miedes de Aragón",464,428754.68,924.04025862069,"Menos de 1.000"
10122,"Millanes",255,493850,1936.66666666667,"Menos de 1.000"
3086,"Millena",210,137810,656.238095238095,"Menos de 1.000"
16126,"Mira",977,710000,726.714431934493,"Menos de 1.000"
25135,"Miralcamp",1384,1156900,835.910404624277,"de 1.000 a 5.000"
46168,"Miramar",2571,2925000,1137.68961493582,"de 1.000 a 5.000"
44149,"Mirambel",117,365000,3119.65811965812,"Menos de 1.000"
9219,"Miranda de Ebro",36724,34780107,947.067503539919,"de 10.000 a 50.000"
6084,"Mirandilla",1357,627320.02,462.284465733235,"de 1.000 a 5.000"
9220,"Miraveche",86,222960,2592.55813953488,"Menos de 1.000"
43084,"Miravet",774,1050411.53,1357.12083979328,"Menos de 1.000"
5129,"Mirón, El",145,140450,968.620689655172,"Menos de 1.000"
46169,"Mislata",43281,24941211.75,576.262372634643,"de 10.000 a 50.000"
36029,"Moaña",19365,9748884.82,503.428082623289,"de 10.000 a 50.000"
45102,"Mocejón",4842,3368000,695.580338703015,"de 1.000 a 5.000"
40128,"Migueláñez",167,139630,836.107784431138,"Menos de 1.000"
13056,"Miguelturra",14967,11137997,744.170308010957,"de 10.000 a 50.000"
43083,"Milà, El",174,209505.86,1204.05666666667,"Menos de 1.000"
19183,"Milmarcos",90,198000,2200,"Menos de 1.000"
21049,"Minas de Riotinto",4070,3583459.69,880.456926289926,"de 1.000 a 5.000"
2048,"Minaya",1571,1045000,665.181413112667,"de 1.000 a 5.000"
42116,"Miño de San Esteban",53,95000,1792.45283018868,"Menos de 1.000"
19185,"Miñosa, La",40,31317.02,782.9255,"Menos de 1.000"
28085,"Miraflores de la Sierra",5890,6293243.36,1068.46237011885,"de 5.000 a 10.000"
9218,"Milagros",472,538150,1140.14830508475,"Menos de 1.000"
46167,"Millares",395,442850,1121.13924050633,"Menos de 1.000"
19189,"Mohernando",185,218517.99,1181.17832432432,"Menos de 1.000"
41063,"Molares, Los",3508,2227714,635.038198403649,"de 1.000 a 5.000"
49120,"Molezuelas de la Carballeda",85,110000,1294.11764705882,"Menos de 1.000"
19190,"Molina de Aragón",3572,2829507.89,792.135467525196,"de 1.000 a 5.000"
30027,"Molina de Segura",68775,57571000,837.091966557615,"de 50.000 a 100.000"
8123,"Molins de Rei",25152,29140379.21,1158.57105637723,"de 10.000 a 50.000"
39046,"Molledo",1612,1076524.62,667.819243176179,"de 1.000 a 5.000"
29072,"Mollina",4943,4545597.79,919.603032571313,"de 1.000 a 5.000"
17107,"Molló",339,469800,1385.8407079646,"Menos de 1.000"
42118,"Momblona",26,40965,1575.57692307692,"Menos de 1.000"
18134,"Monachil",7398,9600000,1297.64801297648,"de 5.000 a 10.000"
19191,"Monasterio",16,36865.13,2304.070625,"Menos de 1.000"
9224,"Monasterio de Rodilla",185,522400,2823.78378378378,"Menos de 1.000"
47091,"Monasterio de Vega",94,162450,1728.1914893617,"Menos de 1.000"
46171,"Moncada",21906,14577859.36,665.473357071122,"de 10.000 a 50.000"
9221,"Modúbar de la Emparedada",583,573100,983.018867924528,"Menos de 1.000"
37194,"Mogarraz",329,635933,1932.92705167173,"Menos de 1.000"
21050,"Moguer",21302,18115907.89,850.432254717867,"de 10.000 a 50.000"
8138,"Moià",5760,6412748.32,1113.32436111111,"de 5.000 a 10.000"
4903,"Mojonera, La",8993,6658165,740.371955965751,"de 5.000 a 10.000"
49119,"Molacillos",271,164200,605.90405904059,"Menos de 1.000"
